한글(국가명),영문(블룸버그),1차접종,2차접종,발생률순위,2차접종률순위,확진자비율(인구),일별접종수,치명(%),완치(%),발생률,인구수,치료중합계,치료중1일,위중증합계,위중증1일,확진자합계,확진자1일,사망자합계,사망자1일,완치합계,완치1일,백신접종수,백신보유율(인구)
가봉,Gabon,8.0,5.4,111.0,153.0,0.016757617936375147,-999.0,0.7,85.8,16758,2225734,5000.0,-311.0,8.0,75.0,37298,75.0,279,3.0,32019.0,383.0,277979.0,13.4
파푸아뉴기니,Papua New Guinea,3.1,2.1,143.0,165.0,0.003915156592851433,-999.0,1.6,96.6,3915,8947024,656.0,-207.0,7.0,123.0,35029,123.0,545,3.0,33828.0,327.0,435991.0,5.1
기니,Guinea,12.1,6.6,153.0,149.0,0.002342456423023431,-999.0,1.3,96.6,2342,13132795,651.0,,46.0,,30763,,387,,29725.0,,2558579.0,18.8
벨리즈,Belize,55.7,46.8,66.0,83.5,0.0758623638174374,-999.0,1.9,94.2,75862,397628,1174.0,,10.0,,30165,,570,,28421.0,,403528.0,98.9
토고,Togo,12.4,6.3,150.0,150.0,0.0031696913678967917,-999.0,0.9,98.7,3170,8278724,98.0,,,5.0,26241,5.0,243,,25900.0,5.0,1507722.0,18.7
바베이도스,Barbados,53.4,47.3,57.0,81.0,0.08672640278381905,-999.0,0.9,83.4,86726,287375,3903.0,-474.0,,154.0,24923,154.0,223,,20797.0,628.0,288982.0,100.7
베냉,Benin,2.9,2.5,156.0,161.0,0.0020497888346311206,-999.0,0.6,98.8,2050,12123200,143.0,,5.0,,24850,,161,,24546.0,,383501.0,3.2
세이셸,Seychelles,85.3,81.1,2.0,7.0,0.2358689131341068,-999.0,0.5,97.4,235869,98347,482.0,,,,23197,,125,,22590.0,,178093.0,185.5
소말리아,Somalia,4.5,3.8,161.0,156.0,0.001448164506857074,-999.0,5.8,52.3,1448,15893222,9643.0,,,,23016,,1327,,12046.0,,1139332.0,7.6
바하마,Bahamas,39.2,35.3,81.0,103.0,0.05781143513950626,-999.0,3.0,95.0,57811,393244,459.0,,4.0,,22734,,671,,21604.0,,274502.0,72.0
레소토,Lesotho,28.4,27.9,121.0,116.0,0.010155215383459159,-999.0,3.0,62.8,10155,2142249,7436.0,,,,21755,,662,,13657.0,,617671.0,30.2
모리셔스,Mauritius,72.3,72.2,112.0,33.0,0.016662630291059376,-999.0,2.1,91.1,16663,1271768,1431.0,2.0,,151.0,21191,151.0,455,,19305.0,149.0,1875132.0,148.0
동티모르,Timor-Leste,49.2,33.4,116.0,109.0,0.015034377619089155,-999.0,0.6,99.4,15034,1318445,3.0,-1.0,,,19822,,122,,19697.0,1.0,1068010.0,82.6
콩고공화국,Republic of the Congo,11.3,2.8,146.0,159.5,0.003413683039067706,-999.0,1.9,65.9,3414,5518087,6067.0,,,,18837,,349,,12421.0,,644918.0,14.1
아이슬란드,Iceland,79.9,78.6,87.0,14.0,0.051124858238850324,35.4,0.2,89.8,51125,341243,1746.0,,3.0,,17446,,35,,15665.0,,637380.0,178.5
말리,Mali,3.1,1.6,166.0,168.5,0.000854285845920511,-999.0,3.5,87.4,854,20250833,1583.0,51.0,,81.0,17300,81.0,603,1.0,15114.0,29.0,734759.0,3.8
니카라과,Nicaragua,58.9,33.6,152.0,108.0,0.002589155435973501,-999.0,1.2,24.6,2589,6624554,12718.0,,,,17152,,209,,4225.0,,6033123.0,92.4
타지키스탄,Tajikistan,31.0,26.0,158.0,120.0,0.0017923711775810487,-999.0,0.7,99.2,1792,9537645,5.0,,,,17095,,124,,16966.0,,5291837.0,57.0
안도라,Andorra,71.4,64.3,3.0,53.0,0.21629457063353394,-999.0,0.8,94.4,216295,77265,811.0,,4.0,,16712,,131,,15770.0,,104534.0,135.8
대만,Taiwan,77.0,52.9,169.0,77.0,0.0006964838858325696,-999.0,5.1,82.8,696,23816775,1998.0,10.0,,10.0,16588,10.0,848,,13742.0,,30648404.0,129.8
아루바,Aruba,74.6,69.6,14.0,36.0,0.152782721090984,-999.0,1.1,97.8,152783,106766,183.0,-1.0,11.0,21.0,16312,21.0,174,,15955.0,22.0,161593.0,144.3
부르키나파소,Burkina Faso,2.2,1.5,168.0,170.5,0.0007516047845712966,-999.0,1.8,96.8,752,20903273,219.0,-21.0,,197.0,15711,197.0,281,16.0,15211.0,202.0,661796.0,3.3
브루나이,Brunei,87.5,74.3,97.0,29.0,0.034269073486955945,-999.0,0.6,95.8,34269,437479,528.0,,4.0,,14992,,97,,14367.0,,744337.0,161.8
지부티,Djibouti,6.8,2.4,117.0,162.0,0.013668016194331984,-999.0,1.4,98.4,13668,988000,27.0,,,,13504,,186,,13291.0,,99679.0,9.2
세인트루시아,St. Lucia,30.1,25.6,69.0,122.0,0.07063231441999271,-999.0,2.2,96.9,70632,183627,128.0,7.0,7.0,16.0,12970,16.0,280,,12562.0,9.0,100165.0,55.6
남수단,South Sudan,1.4,1.0,163.0,174.5,0.001136082939325381,-999.0,1.0,97.5,1136,11193725,189.0,,2.0,,12717,,133,,12395.0,,218154.0,1.6
홍콩,Hong Kong,63.0,60.1,159.0,65.0,0.0016576005728172448,-999.0,1.7,97.6,1658,7496981,84.0,1.0,,3.0,12427,3.0,213,,12130.0,2.0,9394395.0,124.9
뉴질랜드,New Zealand,78.6,72.5,155.0,32.0,0.0023350178226560184,-999.0,0.4,50.0,2335,4822233,5582.0,77.0,64.0,146.0,11260,146.0,43,1.0,5635.0,68.0,7462890.0,151.5
맨섬,Isle of Man,80.3,76.2,23.0,23.0,0.13036115390495454,-999.0,0.6,93.5,130361,85033,656.0,92.0,1.0,92.0,11085,92.0,66,,10363.0,,152245.0,179.1
감비아,Gambia,10.1,9.5,140.0,146.0,0.004133377029860949,-999.0,3.4,96.5,4133,2416668,9.0,,3.0,,9989,,342,,9638.0,,268008.0,11.4
예멘,Yemen,1.7,1.1,171.0,173.0,0.0003348424882427941,-999.0,19.5,68.5,335,29825964,1196.0,-11.0,23.0,6.0,9987,6.0,1946,1.0,6845.0,16.0,759220.0,2.4
지브롤터,Gibraltar,120.3,117.1,4.0,1.0,0.2130836128342881,47.2,1.4,92.4,213084,33691,449.0,-127.0,2.0,17.0,7179,17.0,98,,6632.0,144.0,96771.0,284.6
니제르,Niger,2.2,2.0,174.0,166.0,0.0002874417453323972,-999.0,3.7,94.0,287,24206644,163.0,19.0,2.0,25.0,6958,25.0,254,,6541.0,6.0,963041.0,4.1
기니비사우,Guinea-Bissau,19.5,1.0,147.0,174.5,0.0032723560607946845,-999.0,2.3,97.2,3272,1968001,35.0,,,1.0,6440,1.0,146,,6259.0,1.0,365089.0,20.6
시에라리온,Sierra Leone,7.7,3.9,167.0,155.0,0.0008023083413867123,-999.0,1.9,68.6,802,7976983,1886.0,,,,6400,,121,,4393.0,,744826.0,9.5
그레나다,Grenada,36.4,30.8,84.0,113.0,0.052327079797019276,-999.0,3.4,95.5,52327,112523,66.0,4.0,,4.0,5888,4.0,200,,5622.0,,73320.0,67.3
라이베리아,Liberia,10.8,10.0,162.0,144.0,0.0011509227252568914,-999.0,4.9,94.9,1151,5057681,11.0,,2.0,,5821,,287,,5523.0,,589628.0,12.9
산마리노,San Marino,74.8,71.9,9.0,34.0,0.17064041731749727,-999.0,1.6,95.3,170640,33931,178.0,,2.0,,5790,,93,,5519.0,,50850.0,149.6
버뮤다,Bermuda,76.9,75.2,53.0,28.0,0.09200680818266482,8.7,1.8,97.8,92007,62278,21.0,,2.0,,5730,,106,,5603.0,,101341.0,160.9
차드,Chad,1.1,0.4,173.0,176.0,0.0003107903486842458,-999.0,3.4,95.5,311,16425864,56.0,,,,5105,,175,,4874.0,,249651.0,1.6
신트마르턴,Sint Maarten,63.7,58.8,40.0,72.0,0.1067030506577106,-999.0,1.6,97.9,106703,42876,20.0,,10.0,2.0,4575,2.0,75,,4480.0,2.0,51432.0,122.5
코모로,Comoros,31.8,22.7,134.0,126.0,0.005162137578038664,-999.0,3.3,95.2,5162,869601,66.0,,,,4489,,150,,4273.0,,476350.0,54.5
모나코,Monaco,68.4,59.8,48.0,66.0,0.09500025482900973,-999.0,1.0,94.3,95000,39242,175.0,8.0,1.0,23.0,3728,23.0,36,,3517.0,15.0,49980.0,128.2
부탄,Bhutan,79.1,75.7,145.0,25.0,0.0034214264237799503,-999.0,0.1,99.2,3421,771608,17.0,4.0,,4.0,2640,4.0,3,,2620.0,,1153283.0,154.8
앵귈라,Anguilla,66.0,61.1,55.0,62.5,0.08891555022328868,-999.0,0.2,90.5,88916,15003,124.0,,,,1334,,3,,1207.0,,19066.0,127.1
그린란드,Greenland,124.5,65.7,109.0,48.0,0.023463096706006693,-999.0,-,75.9,23463,56770,321.0,,2.0,,1332,,0,,1011.0,,102357.0,179.6
마카오,Macau,70.9,62.8,175.0,56.5,0.00011858285784687411,-999.0,-,100,119,649335,0.0,,,,77,,0,,77.0,,906441.0,133.3
몬트세랫,Montserrat,30.6,28.5,126.0,114.0,0.008814102564102564,-999.0,2.3,93.2,8814,4992,2.0,,,,44,,1,,41.0,,2949.0,59.0
사모아,Samoa,69.0,42.9,177.0,92.0,1.5119900813450663e-05,-999.0,-,100,15,198414,0.0,,,,3,,0,,3.0,,239883.0,119.3
세인트헬레나,St. Helena,72.7,58.9,172.0,71.0,0.0003291097581043278,-999.0,-,100,329,6077,0.0,,,,2,,0,,2.0,,7892.0,131.5
미크로네시아,Micronesia,45.8,-999.0,178.0,178.0,8.693913391234797e-06,-999.0,-,100,9,115023,0.0,,,,1,,0,,1.0,,79401.0,76.3
