키워드,언론사,기사명,날짜,URL
열린뉴스통신,"포항시, AZ백신 대상자 1차 접종 시작",2021.02.27.,http://www.onews.tv/news/articleView.html?idxno=50101,이강덕 시장 백신
포항MBC,포항ㆍ경주 백신접종 시작‥일부는 연휴 끝나고,2021.02.26.,http://www.phmbc.co.kr/www/news/desk_news?idx=174174&mode=view,이강덕 시장 백신
아주경제,"정부·포항시, 코로나19 백신 예방접종 앞두고 합동점검···'사전준비 OK'",2021.02.24.,http://www.ajunews.com/view/20210224152428522,이강덕 시장 백신
브레이크뉴스,"포항시, 코로나19 백신 예방접종 사전준비 착수",2021.02.24.,http://www.breaknews.com/788288,이강덕 시장 백신
더팩트,"포항시, 코로나 예방백신 11말까지 시민 70% 접종 계획",2021.02.04.,http://news.tf.co.kr/read/national/1841607.htm,이강덕 시장 백신
한국경제,"이강덕 시장 ""2차전지·바이오 등 신산업 육성…포항, 제2 영일만 기적 만들 ...",2020.10.28.,https://www.hankyung.com/society/article/2020102872281,이강덕 시장 백신
프레시안,포항시 ‘2월 중 코로나19 백신 접종’ 준비 박차,2021.02.03.,https://www.pressian.com/pages/articles/2021020309564452902?utm_source=naver&utm_medium=search,이강덕 시장 백신
매일신문,"포항시 ""이젠 코로나19 방역에다 백신접종 투 트랙으로""",2021.02.02.,https://news.imaeil.com/Society/2021020212524151152,이강덕 시장 백신
뉴시스,"이강덕 포항시장, 코로나19 예방 ‘대시민 호소문’ 발표",2020.09.28.,http://www.newsis.com/view/?id=NISX20200928_0001182730&cID=10810&pID=10800,이강덕 시장 백신
경북일보,"이강덕 포항시장, 수산재해 선제적 대응 위한 양식어업인 간담회 개최",2020.08.04.,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2048545,이강덕 시장 백신
경북신문,"이강덕 시장, 구룡포수협 양식어업인 간담회… ˝수산재해 선제 대응할 것˝",2020.08.03.,http://www.kbsm.net/default/index_view_page.php?idx=283912&part_idx=320,이강덕 시장 백신
영남일보,경북 포항에 국내 최초 그린백신실증지원센터 착공...백신·바이오 산업 육성,2020.11.13.,https://www.yeongnam.com/web/view.php?key=20201113010001897,이강덕 시장 백신
경상매일신문,<창간 특집>이강덕 포항시장 “튼튼한 방역 기반으로 지역 경제회복에 전력투...,2020.07.14.,http://www.ksmnews.co.kr/default/index_view_page.php?idx=299519&part_idx=243,이강덕 시장 백신
위키트리,포항시 75세 이상 코로나19 예방접종 예약 서두르세요,2021.05.27.,https://www.wikitree.co.kr/articles/652847,이강덕 시장 백신
일요신문,[포항시정] 태풍 ‘오마이스’ 피해 최소화 위한 사전대비 총력 外,2021.08.23.,https://ilyo.co.kr/?ac=article_view&entry_id=410042,이강덕 시장 백신
위키트리,"포항시, 포항권역 지방공무원 필기시험 대비 방역활동 강화",2021.06.03.,https://www.wikitree.co.kr/articles/655316,이강덕 시장 백신
일요신문,[포항시정] 기록적 폭우 지나간 태풍 피해현장에 자원봉사 물결 이어져 外,2021.08.26.,https://ilyo.co.kr/?ac=article_view&entry_id=410354,이강덕 시장 백신
포항MBC,"포항,'식물백신' 성지로 도약 꿈꾼다",2020.11.18.,http://www.phmbc.co.kr/www/news/desk_news?idx=172689&mode=view,이강덕 시장 백신
안동MBC,"R]포항,'식물백신' 성지로 도약 꿈꾼다",2020.11.17.,http://andongmbc.co.kr/adboard/NewsView48538,이강덕 시장 백신
프라임경제,"[브리핑 경북] 안동봉화축협, 안동시에 장학금 1000만원 전달",2021.08.27.,http://www.newsprime.co.kr/news/article.html?no=551715,이강덕 시장 백신
위키트리,"포항시, 현 사회적 거리두기 1.5단계 3주간 유지...5인 이상 사적 모임 금지 ...",2021.04.30.,https://www.wikitree.co.kr/articles/644398,이강덕 시장 백신
프라임경제,"[브리핑 경북] 이철우 도지사, 포항 죽장면 특별재난지역 조기선포 건의",2021.09.01.,http://www.newsprime.co.kr/news/article.html?no=551952,이강덕 시장 백신
위키트리,"포항시, ‘코로나19 일일확진자 현황’ 재난안전문자 재개",2021.04.09.,https://www.wikitree.co.kr/articles/637358,이강덕 시장 백신
위키트리,"포항시, 재난안전문자 송출 대폭 줄인다",2021.04.03.,https://www.wikitree.co.kr/articles/635214,이강덕 시장 백신
경북매일신문,"대기부터 부작용 대처까지 '일사분란' ""믿음 가요""",2021.03.18.,http://www.kbmaeil.com/news/articleView.html?idxno=871380,이강덕 시장 백신
아시아엔,"이강덕 포항시장, ‘생활 속 거리두기’ 전환에 시민의 적극 참여 당부",2020.05.07.,http://kor.theasian.asia/archives/261353,이강덕 시장 백신
NSP통신,"이강덕 포항시장, ‘생활 속 거리두기’ 전환에 시민의 적극 참여 당부",2020.05.06.,http://www.nspna.com/news/?mode=view&newsid=426986,이강덕 시장 백신
브레이크뉴스,"이강덕 포항시장, 잇딴 투자유치 ""‘제2의 영일만 기적’ 이룰 것”",2020.06.17.,http://www.breaknews.com/736945,이강덕 시장 백신
경북일보,"포항시-경북도, 스마트 식물공장형 그린백신 생산기술 개발 중간보고회 개최",2020.09.28.,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2053972,이강덕 시장 백신
프라임경제,"[브리핑 경북] 경북도의회 건설소방위원회, 재난상황실 긴급 점검",2021.08.23.,http://www.newsprime.co.kr/news/article.html?no=551370,이강덕 시장 백신
일요신문,"민선7기 3주년 이강덕 ""시민과 함께 더 큰 포항 향해 다시 도약""",2021.06.30.,https://ilyo.co.kr/?ac=article_view&entry_id=405648,이강덕 시장 백신
위키트리,"이강덕 포항시장, 경로당 방문해 코로나19에 지친 어르신들 격려",2021.06.11.,https://www.wikitree.co.kr/articles/657923,이강덕 시장 백신
서울경제,"[파워기초단체장에게 듣는다] 이강덕 포항시장 ""철강서 바이오까지···포항...",28면 TOP,https://www.sedaily.com/NewsView/22NPLSBKMW,이강덕 시장 백신
